branch,cgpa,tenth_percentage,twelfth_percentage,programming_skill,communication_skill,problem_solving,teamwork,leadership,internships,projects,certifications,hackathons,backlogs,resume_score,aptitude_score,coding_score,communication_test,placement_score,placed
CSE,7.15,64.0,49.8,6.9,6.7,7.5,5.0,4.4,0,4,3,2,1,72.2,67.7,72.6,63.5,59.7,1
AIML,7.04,82.1,82.8,4.5,8.5,7.6,10.0,8.7,1,3,2,1,0,56.9,39.4,66.5,85.0,47.0,0
AIML,8.31,87.3,68.9,6.8,7.6,5.2,10.0,5.1,0,2,2,1,0,58.7,34.3,58.5,82.3,38.3,0
AIML,6.04,73.3,73.2,7.1,8.5,4.6,5.8,5.3,2,4,1,2,1,65.1,32.0,51.1,79.0,47.1,0
DS,7.49,80.8,72.1,8.0,4.0,3.8,8.8,6.7,2,2,1,0,1,64.4,13.6,74.9,33.9,33.2,0
CSE,6.56,92.6,93.6,5.7,5.8,6.3,6.9,7.1,1,3,4,3,0,78.9,63.6,57.4,58.8,62.6,1
ECE,7.52,75.9,86.0,8.0,4.8,3.5,9.4,7.3,2,2,2,0,3,74.3,38.6,73.9,50.1,36.2,0
CIVIL,7.13,76.7,73.7,1.9,9.6,6.4,7.5,9.1,2,3,1,1,0,60.4,54.7,34.2,86.7,53.8,1
EEE,7.3,78.1,73.4,3.9,7.7,8.5,7.1,6.8,1,2,3,0,4,67.9,75.9,37.4,77.9,22.5,0
EEE,6.6,72.7,78.7,6.3,10.0,5.5,3.3,5.4,1,1,2,1,0,63.1,47.2,59.7,95.4,51.3,1
ECE,6.64,73.8,92.1,6.7,5.7,5.2,5.7,4.4,0,3,1,1,0,59.2,48.4,67.7,60.3,41.4,0
MECH,7.52,68.8,76.1,4.2,5.2,10.0,7.0,5.2,0,3,1,2,0,63.6,90.1,55.2,56.1,39.6,0
MECH,8.24,83.2,67.5,6.5,6.2,9.1,7.3,8.5,1,2,3,1,1,75.2,61.0,69.1,67.9,55.8,1
CSE,6.54,77.1,59.3,4.8,9.0,4.7,5.2,2.7,0,3,3,1,0,63.7,45.3,52.7,88.0,39.9,0
EEE,6.24,85.2,73.9,5.4,5.8,6.5,5.9,3.9,0,2,4,3,0,60.8,60.7,63.5,70.6,49.9,0
MECH,7.87,90.3,59.4,8.0,6.7,6.8,7.8,5.1,0,3,0,1,4,50.1,49.9,63.7,77.2,26.8,0
MECH,7.16,65.4,79.4,7.8,6.7,6.6,4.9,3.8,1,3,2,1,2,72.7,50.8,86.7,66.4,48.2,0
CSE,8.11,68.0,80.9,4.0,6.6,9.6,7.2,4.7,3,1,2,3,0,76.8,71.0,42.8,56.0,65.4,1
IT,6.2,86.3,90.5,3.9,5.3,6.4,8.9,9.1,2,4,2,2,1,66.9,53.4,48.0,68.0,46.2,0
CSE,5.24,74.9,72.3,5.2,6.3,6.7,7.6,4.9,2,4,2,3,0,66.8,56.3,52.4,62.3,49.5,0
ECE,6.61,79.0,88.4,5.9,6.2,7.5,7.5,6.3,2,5,0,0,1,75.1,61.6,71.4,66.8,46.4,0
IT,6.36,79.0,96.0,4.7,6.5,8.5,4.0,2.2,1,3,0,1,0,52.6,61.6,59.4,65.2,42.6,0
MECH,7.11,66.6,76.0,8.1,8.2,8.0,5.8,3.3,0,3,0,0,0,52.0,74.8,84.7,78.9,53.4,1
ECE,6.5,84.1,100.0,6.7,9.7,7.2,10.0,7.4,1,4,1,2,1,61.6,53.1,69.6,94.1,58.0,1
CIVIL,8.02,81.0,93.7,6.8,5.0,3.2,6.1,8.8,0,1,1,3,0,58.0,30.3,57.2,48.9,33.4,0
MECH,6.88,65.9,68.8,3.5,5.8,5.3,8.9,5.9,1,4,3,0,0,70.8,48.5,31.3,45.0,47.4,0
IT,7.37,76.0,100.0,8.3,5.0,7.8,6.1,4.9,0,2,0,0,3,53.4,48.4,72.5,44.2,24.8,0
IT,7.37,76.7,74.1,0.4,6.8,6.7,6.6,6.5,2,1,1,0,1,44.3,56.1,11.8,65.2,24.9,0
MECH,7.41,87.0,93.2,7.7,5.5,7.8,7.8,0.3,0,1,4,1,0,71.4,72.2,83.3,57.9,63.5,1
EEE,7.17,92.1,83.2,7.9,6.9,9.8,7.2,6.0,0,3,2,0,0,71.6,78.2,75.5,73.1,59.0,1
CSE,7.76,77.9,78.9,5.1,8.5,4.0,7.6,3.4,3,0,0,1,1,57.5,38.9,57.5,80.5,36.7,0
ECE,6.32,57.8,92.0,8.5,2.0,8.4,5.8,7.1,0,0,1,0,2,49.4,61.5,77.9,27.4,23.6,0
EEE,8.74,86.7,77.0,5.9,7.4,5.6,5.3,1.1,1,3,2,2,2,72.7,53.0,57.0,70.4,47.3,0
MECH,6.94,100.0,74.0,6.1,5.7,8.0,5.7,4.2,0,2,0,1,1,51.0,54.7,68.1,54.6,38.5,0
MECH,5.76,86.6,74.4,6.7,7.3,6.1,6.2,5.4,0,4,4,1,0,74.9,48.8,72.9,72.5,42.7,0
ECE,7.41,74.7,60.1,10.0,4.9,10.0,6.7,4.0,1,2,2,0,1,71.7,89.9,97.4,55.0,61.9,1
CSE,6.26,82.8,88.9,8.7,8.7,6.4,8.6,4.7,1,2,2,0,0,55.8,61.0,85.8,85.0,50.8,1
EEE,7.93,87.6,66.4,7.4,8.1,5.0,7.1,7.3,0,1,2,1,2,56.5,29.5,70.7,82.6,37.1,0
ECE,9.63,79.4,77.7,4.2,7.5,7.0,7.7,5.5,2,2,4,2,0,88.6,54.3,45.6,79.9,82.7,1
IT,6.33,93.8,75.3,6.3,7.9,6.8,7.2,3.6,2,2,2,3,1,72.3,49.7,56.7,81.8,50.0,1
CSE,7.57,64.4,82.9,4.4,5.2,8.4,5.3,7.4,1,2,2,0,1,60.0,76.3,54.8,47.7,34.3,0
MECH,5.27,73.2,74.8,7.6,5.4,7.1,7.0,6.0,0,2,3,2,0,66.1,55.8,75.5,52.6,49.7,0
AIML,7.7,83.5,71.5,6.3,7.9,10.0,7.2,6.1,2,4,3,0,0,93.8,81.2,68.0,81.4,79.7,1
CSE,6.23,86.4,80.4,3.8,5.1,6.0,8.1,3.7,2,1,0,2,1,51.9,51.8,42.8,53.4,26.5,0
EEE,6.51,71.4,79.3,6.2,9.1,6.0,5.4,0.4,0,2,1,0,0,45.7,38.4,65.3,82.6,33.6,0
CSE,5.99,72.6,61.2,4.3,5.9,5.1,3.9,3.7,1,1,1,0,0,51.1,42.8,32.8,57.5,20.3,0
CIVIL,8.01,70.0,73.6,6.3,7.4,6.4,7.3,3.5,0,1,0,1,0,45.9,42.8,59.3,78.6,30.5,0
MECH,8.31,69.1,91.5,4.3,10.0,6.6,7.5,4.3,0,2,3,2,3,61.8,49.2,40.7,100.0,41.7,0
EEE,7.23,84.2,100.0,6.1,5.2,6.7,6.7,3.8,0,2,1,0,0,56.3,50.3,55.6,59.9,31.4,0
MECH,6.25,77.5,52.8,7.5,6.6,6.3,7.0,5.7,3,2,1,0,1,73.1,54.5,67.1,66.8,54.9,1
AIML,8.95,93.6,85.8,5.9,8.4,5.0,8.3,7.3,2,4,0,2,0,77.9,34.0,64.9,86.2,61.3,1
CSE,6.37,64.9,76.4,5.2,8.2,4.5,6.3,7.7,2,4,4,1,1,87.2,32.4,53.1,86.9,62.7,1
CSE,4.82,76.1,67.3,6.4,5.9,5.5,6.6,7.2,0,3,3,2,3,58.8,46.5,54.5,55.9,27.3,0
AIML,7.7,86.8,69.4,7.4,5.6,8.4,7.1,3.7,0,2,2,0,0,56.4,78.0,77.2,63.1,44.9,0
MECH,5.98,82.1,62.8,3.8,6.1,8.8,5.2,5.6,0,4,3,2,3,72.9,73.7,50.8,64.1,31.3,0
AIML,8.29,64.8,57.3,6.5,9.1,6.1,6.8,8.6,1,3,3,1,2,77.2,57.5,61.8,92.9,55.9,1
MECH,6.78,91.8,80.0,8.6,6.0,4.4,6.9,2.3,0,3,2,2,1,62.8,18.3,68.9,50.7,36.4,0
IT,7.86,79.2,98.2,7.1,6.6,6.0,9.5,8.2,0,0,1,0,1,44.7,59.8,61.6,65.9,28.3,0
EEE,8.74,100.0,79.6,6.1,5.7,10.0,6.6,3.5,0,3,2,2,2,70.0,73.1,57.8,54.4,60.8,1
IT,5.87,76.4,77.2,7.3,7.8,8.1,7.3,6.1,2,4,2,1,2,76.2,59.9,89.4,85.8,58.4,1
AIML,6.58,91.9,66.9,6.9,6.8,7.2,8.4,6.3,1,3,2,1,0,67.5,73.5,57.6,64.1,62.4,1
MECH,7.12,73.7,62.9,7.5,4.7,8.0,5.7,5.9,0,3,2,0,2,73.0,65.6,67.3,41.6,34.3,0
CSE,8.89,75.2,75.3,2.0,4.8,9.1,9.1,10.0,2,3,4,1,0,86.8,67.0,33.7,44.6,56.1,1
ECE,6.48,83.9,61.6,2.9,2.9,4.0,9.6,4.9,2,2,2,1,2,56.6,27.2,18.4,33.5,12.7,0
CSE,6.55,57.6,89.6,8.0,5.0,5.5,7.0,2.2,0,4,2,1,0,78.6,32.6,66.9,54.4,51.0,1
CSE,7.73,53.8,67.5,3.0,7.9,5.2,6.2,6.2,0,3,3,1,1,56.3,41.7,35.1,88.6,31.6,0
ECE,6.57,69.9,64.0,6.8,8.9,7.3,9.4,5.2,2,4,1,1,1,72.3,55.8,70.5,87.1,66.9,1
MECH,7.37,62.4,100.0,5.3,7.7,6.5,8.2,6.6,1,4,1,0,0,63.4,57.4,58.2,73.3,47.8,0
MECH,5.49,50.9,91.9,4.0,7.5,7.6,7.1,7.3,2,2,2,2,1,61.8,74.8,52.3,84.0,48.0,0
EEE,9.64,86.9,59.5,6.7,6.3,5.2,9.1,5.4,0,0,2,2,3,65.1,31.9,63.8,75.9,33.5,0
MECH,5.72,68.5,63.5,6.4,7.9,8.8,9.0,6.4,1,0,1,0,0,44.6,75.2,64.0,69.5,28.0,0
CSE,6.85,73.9,72.5,10.0,7.0,6.1,6.5,5.8,0,4,2,1,0,78.6,36.3,95.3,66.5,54.2,1
CSE,7.16,79.7,72.9,4.8,9.7,7.5,7.4,9.1,1,2,3,0,1,68.2,63.6,62.8,96.4,55.0,1
CSE,9.3,84.1,69.0,8.9,6.3,8.5,7.9,4.8,3,2,2,2,1,98.3,58.4,92.3,65.9,82.8,1
MECH,5.74,81.4,92.4,6.7,8.9,8.3,7.0,4.1,1,2,2,0,0,65.0,55.8,64.2,100.0,50.0,1
CSE,9.38,80.4,77.7,4.7,8.1,6.9,4.9,7.3,0,2,1,3,1,57.5,75.5,55.5,74.3,50.4,1
ECE,8.03,83.6,74.5,7.6,7.8,7.8,5.6,3.6,1,3,4,1,2,90.6,79.2,80.2,69.1,70.1,1
EEE,7.66,72.0,67.1,7.1,2.9,9.5,5.0,6.3,2,3,3,0,0,80.7,70.4,67.4,26.2,50.2,1
IT,6.12,69.4,61.3,6.1,8.2,7.2,7.7,5.2,2,2,2,2,1,69.7,72.6,61.3,87.8,50.9,1
CSE,7.83,50.2,66.9,6.5,6.3,4.8,5.2,5.3,0,3,2,1,1,69.0,38.2,65.9,61.6,34.4,0
CIVIL,6.4,85.7,63.6,4.8,5.7,7.3,7.3,10.0,3,3,1,1,0,67.6,47.5,61.2,68.2,55.3,1
CIVIL,8.59,69.8,58.6,4.3,3.8,6.1,9.7,8.0,1,2,0,0,4,47.1,54.2,42.5,48.1,18.0,0
IT,6.13,100.0,89.0,7.5,6.5,1.7,9.1,7.5,0,2,1,0,0,60.0,21.5,53.4,63.5,25.9,0
AIML,7.08,86.9,87.1,5.6,6.6,7.1,4.2,6.6,1,4,0,2,1,63.5,62.6,62.1,68.5,47.4,0
CSE,6.59,89.4,70.1,5.8,4.2,6.4,5.1,4.1,1,2,2,1,0,62.1,37.9,57.8,49.7,27.9,0
CSE,6.11,86.5,92.1,6.6,3.8,8.4,5.8,6.0,2,2,2,0,0,67.7,58.0,70.9,49.2,44.4,0
AIML,8.02,84.4,82.7,6.5,7.4,4.8,5.2,6.7,1,3,1,0,0,73.0,45.7,63.1,63.2,48.2,0
EEE,7.79,83.7,61.0,3.1,8.1,3.3,4.5,5.9,2,4,2,1,0,86.4,17.5,32.8,78.8,49.2,0
MECH,8.53,84.8,56.0,8.6,6.8,6.5,7.0,5.7,2,2,0,0,2,75.8,60.3,78.7,61.9,51.8,1
CIVIL,5.24,80.1,79.0,6.2,8.6,6.9,8.1,4.7,1,3,3,0,0,68.3,52.5,70.1,83.4,40.2,0
CIVIL,8.37,70.6,81.2,5.6,6.3,6.4,8.4,6.0,0,2,0,0,1,54.1,37.9,51.6,64.1,35.5,0
AIML,9.96,63.9,58.2,6.9,6.4,6.2,6.3,4.4,3,1,2,1,3,87.4,39.4,69.2,65.6,51.9,1
DS,6.7,83.1,68.2,6.5,4.8,4.2,6.6,6.9,1,1,1,0,0,49.7,37.0,62.9,53.1,14.9,0
IT,9.28,93.5,86.1,7.5,3.7,5.9,7.5,1.5,3,1,1,0,2,82.1,51.5,70.8,37.1,56.4,1
ECE,6.91,76.5,95.4,7.1,9.8,5.5,6.8,8.2,0,0,2,0,0,45.2,56.8,73.2,100.0,35.8,0
AIML,5.69,79.8,76.1,7.4,8.5,8.2,8.2,2.9,3,3,3,1,0,84.8,66.1,72.7,93.0,78.6,1
CSE,6.86,62.2,75.7,8.7,4.0,6.9,7.6,3.4,2,1,1,2,1,63.5,53.8,99.5,44.7,36.9,0
CSE,8.35,72.6,69.1,7.8,6.8,5.7,6.4,6.3,3,4,1,2,2,92.3,59.8,75.1,77.8,65.5,1
AIML,6.28,63.3,94.3,5.7,6.3,9.5,4.2,6.6,0,5,0,1,0,58.4,69.1,73.1,60.6,41.6,0
ECE,6.54,64.1,82.2,3.8,6.0,5.7,9.2,9.7,1,2,2,2,1,55.9,43.2,47.6,52.2,34.0,0
CSE,7.85,79.2,64.1,9.3,5.8,7.3,6.0,6.1,0,2,3,1,0,68.0,61.9,99.2,52.3,54.1,1
CSE,7.2,77.3,85.2,5.5,7.2,5.9,7.5,5.4,0,2,2,1,1,65.2,39.9,56.6,69.5,39.0,0
AIML,7.84,87.5,65.9,5.1,8.0,9.3,4.1,5.9,0,3,1,0,1,58.0,78.0,66.9,81.4,44.8,0
MECH,7.46,87.2,62.6,2.5,7.2,6.4,7.0,8.7,3,3,2,0,1,83.6,51.0,43.1,66.1,47.5,0
CIVIL,7.73,67.5,69.2,6.7,6.3,6.4,7.2,10.0,1,2,0,0,3,52.1,60.5,68.3,63.3,33.2,0
CSE,6.72,54.8,63.8,6.3,6.2,5.9,7.2,5.1,1,2,3,1,3,67.2,44.1,57.4,78.0,43.8,0
IT,7.45,66.6,63.2,3.0,8.2,6.6,10.0,6.6,3,3,4,2,0,74.5,47.5,49.7,85.1,64.7,1
IT,6.18,69.5,56.8,6.9,7.3,8.5,6.1,5.4,2,3,2,0,0,76.3,83.2,72.3,81.7,57.8,1
ECE,8.62,84.6,65.9,5.0,6.6,7.8,8.2,5.3,3,3,3,1,1,93.7,69.3,56.2,60.7,72.4,1
EEE,6.5,85.3,68.1,10.0,6.4,6.3,7.8,9.3,3,4,0,1,2,77.0,58.7,94.4,53.6,59.5,1
CSE,8.44,77.4,57.4,4.9,7.1,9.4,6.0,3.6,2,3,1,1,0,69.2,82.1,52.3,60.4,56.2,1
DS,6.94,86.9,82.0,5.1,5.7,7.9,8.2,0.8,0,2,1,0,0,49.1,57.5,59.1,65.6,28.9,0
CIVIL,7.42,100.0,52.0,4.3,8.0,5.4,6.8,6.1,3,3,3,0,2,82.0,35.3,47.2,77.2,44.1,0
AIML,6.66,76.6,70.0,8.6,4.6,3.6,8.3,7.9,1,2,2,0,0,64.9,21.0,75.5,47.4,30.6,0
ECE,6.08,75.2,83.6,5.3,5.8,5.4,9.9,5.9,1,3,1,2,0,63.2,38.7,52.4,72.1,45.6,0
IT,5.28,67.9,89.7,4.6,7.6,7.0,7.2,6.5,2,4,1,0,0,60.9,65.5,48.8,82.2,33.9,0
IT,6.04,81.8,67.5,7.4,4.5,7.3,6.6,7.0,0,1,3,1,0,48.5,58.5,71.3,49.5,39.6,0
CIVIL,6.84,91.6,88.2,3.2,3.7,8.8,8.6,5.7,1,1,0,2,0,42.6,77.8,48.6,48.8,30.0,0
DS,7.43,72.0,70.2,7.3,6.6,4.1,9.1,6.6,1,2,1,1,1,60.7,39.5,68.3,67.7,39.1,0
ECE,8.31,73.3,100.0,9.6,3.4,5.4,5.7,6.6,0,1,1,1,0,54.8,55.7,93.8,38.8,36.1,0
CSE,6.71,71.7,56.0,7.1,4.2,4.0,6.3,1.6,0,3,0,0,1,54.1,38.1,61.3,36.5,16.5,0
CIVIL,6.23,64.2,61.9,7.3,7.9,3.7,8.0,5.7,2,3,1,1,0,58.8,31.0,73.4,74.2,51.0,1
IT,5.61,79.6,77.1,7.7,6.1,5.0,6.8,2.4,0,2,2,1,0,57.8,29.7,78.2,60.4,31.2,0
MECH,7.73,80.0,58.6,9.4,8.8,6.9,5.6,5.4,2,2,1,1,1,74.6,70.7,87.4,84.7,73.4,1
CSE,8.72,77.5,65.8,8.4,4.3,7.7,7.8,4.5,1,3,2,1,0,76.9,69.8,78.0,52.7,50.5,1
MECH,8.59,100.0,80.9,6.9,6.3,4.4,8.0,7.6,1,1,2,1,1,62.4,38.6,68.0,72.4,47.3,0
ECE,7.98,82.8,77.5,7.8,7.2,4.7,6.5,6.0,2,3,3,3,3,79.2,39.0,60.7,88.6,58.2,1
EEE,7.9,64.6,74.5,4.2,4.4,2.8,7.1,6.4,1,2,0,2,0,58.5,8.3,36.6,60.4,16.0,0
CIVIL,9.07,85.6,74.7,7.6,8.4,6.6,6.1,5.1,1,3,0,1,0,67.9,56.2,75.6,88.2,66.9,1
IT,7.57,73.9,43.0,4.0,7.4,4.8,5.4,7.6,0,3,1,1,0,46.8,34.2,40.5,63.2,26.4,0
CSE,7.91,74.1,76.9,5.3,3.6,9.4,6.3,2.3,1,3,2,1,0,70.1,61.8,53.3,47.3,54.9,1
EEE,6.85,75.9,66.7,0.0,6.4,7.0,7.1,3.7,1,1,0,2,1,36.0,52.0,14.6,76.3,10.3,0
ECE,5.7,74.6,70.2,6.8,7.2,5.9,4.8,8.1,0,3,2,0,0,65.5,48.9,59.2,70.4,36.1,0
CSE,6.45,81.2,54.3,4.7,5.4,5.0,6.4,4.6,1,3,2,1,0,61.2,42.8,49.5,45.1,40.1,0
IT,7.19,100.0,83.8,8.2,3.8,3.4,7.1,1.2,1,3,2,0,0,78.1,17.5,69.8,42.9,54.9,1
AIML,7.27,73.6,82.2,6.8,7.0,3.6,8.8,8.4,2,2,1,1,1,66.5,17.9,60.5,77.2,35.5,0
ECE,9.32,79.1,59.9,8.2,10.0,5.0,6.5,7.7,1,1,1,3,1,62.9,37.7,70.3,98.0,65.7,1
IT,7.29,80.8,77.3,3.8,5.8,4.9,5.1,6.9,3,4,3,0,0,88.2,43.5,45.8,54.9,65.1,1
AIML,8.5,71.8,96.4,8.1,9.3,4.3,6.7,5.7,1,2,1,0,0,75.2,28.1,72.2,90.2,58.6,1
IT,6.72,73.2,76.8,10.0,5.1,6.9,6.2,8.8,2,3,1,0,1,80.4,51.8,88.7,60.2,59.6,1
CSE,6.86,89.9,48.8,7.5,6.9,7.2,7.8,8.0,1,3,0,0,0,62.1,58.9,73.7,72.7,43.1,0
DS,5.74,71.9,67.6,7.6,7.9,5.3,6.5,8.6,1,3,2,0,1,71.1,36.1,83.4,86.3,36.5,0
ECE,6.38,67.3,76.7,6.3,6.5,9.9,2.9,6.9,1,1,3,1,4,64.1,63.0,72.8,67.8,34.5,0
ECE,7.78,99.4,100.0,5.0,6.0,2.9,10.0,5.7,1,2,0,1,1,55.4,25.5,52.9,62.5,28.1,0
CSE,7.21,63.5,59.3,7.5,7.8,6.3,7.2,4.7,3,1,2,2,0,68.5,36.5,61.5,82.5,60.5,1
EEE,8.24,88.6,73.1,3.0,9.9,5.8,7.1,3.0,0,2,3,0,0,63.0,48.9,34.1,100.0,42.0,0
CSE,7.4,75.6,61.1,5.2,7.0,5.2,4.7,6.5,0,4,2,2,0,73.5,39.5,44.6,69.0,42.8,0
CSE,6.81,63.4,86.4,2.5,5.6,4.9,4.8,6.7,2,2,1,0,0,49.0,37.2,25.8,59.0,26.0,0
ECE,9.56,73.5,70.2,4.6,6.2,6.2,6.9,4.8,1,3,4,0,1,78.9,40.7,43.7,53.2,60.9,1
IT,7.1,75.3,40.0,7.3,10.0,5.8,7.5,6.7,0,2,0,3,1,49.3,43.5,78.8,94.9,34.4,0
AIML,8.48,58.4,69.9,7.0,6.7,5.5,8.1,4.8,1,4,1,0,2,68.2,36.6,72.0,67.9,46.8,0
ECE,6.76,83.1,73.5,6.1,5.4,3.7,7.4,7.2,1,2,3,0,0,71.7,52.6,51.0,50.1,43.7,0
AIML,7.98,81.9,80.0,6.3,4.4,3.1,5.2,3.7,1,2,1,0,1,55.0,18.6,53.7,46.0,24.0,0
AIML,8.22,73.8,77.4,2.2,3.2,5.7,3.2,3.4,2,3,3,3,0,79.7,53.5,31.7,42.3,53.2,1
IT,7.43,83.7,83.5,5.3,7.2,5.4,6.8,5.0,1,2,1,0,0,64.2,39.0,59.1,73.1,46.7,0
CSE,4.61,80.4,73.4,4.6,7.7,5.8,6.2,7.2,1,2,3,0,0,60.0,48.6,56.0,83.3,33.0,0
CIVIL,7.22,93.5,76.1,4.7,5.8,6.0,5.1,3.2,2,1,2,1,0,64.3,48.0,53.9,61.4,41.2,0
AIML,8.55,65.1,75.2,7.2,6.5,5.2,8.2,7.6,2,1,2,0,0,77.3,40.3,80.7,76.8,49.9,0
CIVIL,7.78,74.5,69.6,4.3,4.4,5.8,4.6,2.2,0,3,2,0,0,55.9,44.8,48.8,43.8,28.3,0
ECE,7.69,90.0,82.4,4.8,6.7,4.6,7.9,5.0,1,4,1,0,1,68.6,38.6,44.4,64.6,43.7,0
MECH,5.31,84.5,86.0,1.8,7.4,9.1,4.9,2.7,1,1,0,1,0,31.8,83.8,27.1,75.9,26.2,0
CIVIL,6.41,50.4,74.4,5.4,5.5,4.7,7.2,0.3,2,3,2,1,0,74.9,28.4,45.1,47.6,34.5,0
MECH,7.65,58.0,68.6,3.8,9.5,5.5,8.4,6.2,2,0,3,1,1,68.8,29.8,33.1,97.9,51.2,1
CSE,7.65,78.0,60.9,6.2,5.0,4.8,6.5,5.1,1,2,2,0,1,62.9,32.0,63.6,38.2,33.4,0
ECE,8.54,97.7,79.6,4.1,7.0,4.8,9.5,2.7,3,2,4,1,0,90.1,39.4,53.5,67.4,69.8,1
IT,7.04,72.8,62.0,6.2,8.0,6.2,9.9,4.5,1,3,3,1,2,75.5,47.6,62.9,84.2,51.7,1
AIML,7.65,85.8,77.1,5.7,6.4,6.0,7.4,6.4,2,0,3,0,1,66.6,60.4,70.5,57.0,42.1,0
CSE,7.22,79.0,76.7,9.3,6.2,5.3,7.8,4.8,2,3,3,1,0,86.7,54.0,85.6,60.8,62.4,1
DS,6.11,84.9,88.9,7.0,3.9,5.7,8.6,5.1,3,1,1,1,0,68.0,41.7,71.5,36.1,39.2,0
ECE,4.72,90.8,93.0,2.3,8.9,4.8,7.8,4.7,3,3,2,3,1,61.2,51.0,17.2,92.6,42.8,0
CIVIL,7.67,89.3,40.0,3.5,6.2,7.0,7.7,4.3,1,3,3,1,1,66.2,59.1,47.4,70.2,47.5,0
IT,7.39,88.9,72.4,6.1,7.5,10.0,6.2,4.3,0,2,1,2,2,55.9,74.2,64.4,73.4,55.2,1
IT,6.52,70.6,47.7,4.1,7.7,4.5,4.5,4.3,1,3,4,2,0,79.8,35.3,48.0,87.0,53.5,1
AIML,5.42,76.2,90.1,0.1,5.4,6.9,4.9,4.0,2,1,0,3,0,37.0,54.0,23.4,51.8,10.2,0
ECE,7.89,84.2,74.7,8.7,6.1,6.3,10.0,3.5,2,1,1,1,1,68.2,44.4,84.3,57.3,51.6,1
AIML,6.91,83.8,90.0,7.4,8.9,7.5,7.5,4.7,1,1,0,0,1,48.5,54.7,77.5,79.0,29.4,0
CSE,7.81,85.1,78.4,7.0,4.5,7.5,6.6,4.2,0,2,2,0,0,69.1,63.8,72.2,46.2,51.7,1
IT,9.25,56.8,57.4,4.8,10.0,6.6,8.9,3.4,1,1,1,2,0,65.9,49.5,55.9,100.0,54.4,1
IT,4.84,92.4,62.4,6.9,5.2,6.1,5.9,7.0,1,2,2,1,0,56.4,46.7,80.2,67.3,35.3,0
CIVIL,6.43,57.6,73.3,4.6,4.4,5.4,7.9,8.0,0,0,3,0,4,46.0,41.3,47.6,40.8,1.3,0
ECE,6.97,69.0,82.4,6.4,6.7,4.7,7.1,5.5,2,1,3,1,0,67.7,36.6,61.9,64.0,50.1,1
AIML,8.8,80.3,75.7,4.2,10.0,6.0,7.7,5.6,0,4,2,2,0,65.2,55.5,32.9,100.0,55.6,1
CSE,5.4,77.6,77.3,9.0,3.1,3.8,6.5,4.1,1,3,0,0,0,55.2,23.5,82.7,34.6,25.8,0
CSE,9.33,95.0,70.4,2.9,6.2,5.1,5.6,7.6,0,1,1,1,3,49.2,42.4,27.6,58.2,13.7,0
IT,7.35,64.0,89.7,8.5,7.4,8.3,5.8,9.0,2,3,3,1,1,81.6,54.3,82.9,71.7,72.4,1
EEE,7.09,73.6,76.9,6.1,6.6,6.4,5.8,5.2,2,3,2,0,0,80.1,46.9,64.7,58.1,56.9,1
IT,6.98,54.4,75.6,5.0,7.2,7.9,7.0,4.5,1,1,2,0,3,65.9,52.7,44.6,69.0,33.2,0
ECE,6.72,79.6,78.8,6.3,5.2,9.0,4.7,6.2,1,2,1,2,3,53.1,84.9,71.9,44.9,37.3,0
CSE,8.35,75.5,69.6,7.5,5.4,5.9,5.1,5.8,0,4,1,3,0,66.5,48.0,73.2,60.2,59.4,1
IT,6.02,63.1,70.4,8.7,6.2,6.6,7.2,4.5,3,3,4,2,0,86.8,49.3,88.0,67.7,83.7,1
MECH,7.58,93.7,81.3,6.6,4.5,5.6,6.8,6.4,2,3,3,0,4,84.2,31.1,59.8,46.7,31.3,0
CSE,6.78,91.0,85.1,4.2,6.4,4.7,7.3,7.4,2,3,1,0,0,62.8,26.5,50.8,65.2,31.8,0
IT,6.36,78.9,86.5,6.1,5.8,4.4,6.9,3.9,0,3,2,3,0,54.5,41.9,59.8,60.5,37.7,0
MECH,10.0,91.7,72.5,9.6,5.7,7.8,10.0,10.0,0,2,2,2,0,85.5,65.3,87.7,58.2,70.4,1
MECH,7.66,76.9,76.6,8.7,7.1,6.6,7.2,2.4,1,3,1,2,0,73.5,41.2,73.2,60.7,63.2,1
EEE,7.87,86.6,67.1,7.8,3.2,9.7,6.4,3.8,0,3,2,0,1,64.2,66.2,78.2,33.4,50.8,1
IT,8.45,88.4,85.2,7.6,6.1,8.0,7.2,6.0,2,0,2,1,0,78.5,79.2,82.9,64.9,67.9,1
IT,5.64,65.2,62.7,7.4,10.0,4.8,8.5,10.0,1,3,4,2,0,69.6,49.3,71.9,100.0,50.7,1
IT,9.13,83.2,77.9,8.3,4.5,7.8,6.9,4.4,1,3,3,1,0,89.2,64.7,67.1,48.3,73.7,1
CSE,4.44,80.0,86.4,5.1,8.8,5.6,8.0,3.4,0,1,3,1,0,59.0,45.9,49.6,83.7,41.4,0
IT,6.35,65.7,76.6,3.3,6.6,8.5,7.6,6.6,3,2,2,2,0,67.3,66.8,44.2,70.3,58.8,1
CIVIL,6.7,62.7,78.9,6.1,5.4,5.3,6.6,5.0,3,4,0,2,2,71.6,32.1,73.0,56.3,42.8,0
CIVIL,7.84,84.0,71.5,4.4,4.1,4.2,7.2,6.8,0,5,1,0,0,65.9,40.5,52.3,38.0,36.4,0
ECE,7.44,74.6,50.9,3.9,6.8,4.7,9.4,5.4,1,3,2,0,1,76.7,35.9,39.2,59.4,30.8,0
